# stabmouse-recording v1
# device	Mad Catz Global Mad Catz R.A.T. 8+ADV
# dpi	1600
# t_us	dx	dy	down
1785376849783332	-1	0	0
1785376849784331	-1	1	0
1785376849785332	-1	0	0
1785376849786331	-1	0	0
1785376849787333	-2	1	0
1785376849788331	-1	0	0
1785376849789330	-1	1	0
1785376849790334	-1	0	0
1785376849791332	-1	1	0
1785376849792332	-1	0	0
1785376849793332	-2	1	0
1785376849794332	-1	0	0
1785376849795331	-2	1	0
1785376849796332	-2	0	0
1785376849797331	-1	1	0
1785376849798332	-2	0	0
1785376849799331	-1	1	0
1785376849800331	-1	1	0
1785376849801331	-2	0	0
1785376849802332	-2	1	0
1785376849803333	-1	0	0
1785376849804333	-2	1	0
1785376849805331	-1	0	0
1785376849806332	-2	1	0
1785376849807333	-2	0	0
1785376849808331	-1	1	0
1785376849809333	-2	1	0
1785376849810332	-2	0	0
1785376849811333	-2	1	0
1785376849812332	-2	1	0
1785376849813331	-2	0	0
1785376849814332	-2	1	0
1785376849815332	-2	2	0
1785376849816331	-2	0	0
1785376849817331	-2	1	0
1785376849818332	-2	1	0
1785376849819331	-2	0	0
1785376849820331	-2	1	0
1785376849821332	-2	1	0
1785376849822331	-2	0	0
1785376849823331	-2	1	0
1785376849824332	-2	1	0
1785376849825333	-2	0	0
1785376849826333	-2	1	0
1785376849827332	-2	1	0
1785376849828331	-3	0	0
1785376849829331	-2	1	0
1785376849830331	-2	1	0
1785376849831332	-2	0	0
1785376849832332	-2	1	0
1785376849833331	-2	1	0
1785376849834332	-2	0	0
1785376849835331	-2	1	0
1785376849836331	-2	1	0
1785376849837332	-2	0	0
1785376849838331	-2	1	0
1785376849839331	-2	1	0
1785376849840331	-2	0	0
1785376849841331	-2	1	0
1785376849842334	-2	1	0
1785376849843332	-3	1	0
1785376849844331	-2	0	0
1785376849845331	-2	1	0
1785376849846331	-2	1	0
1785376849847333	-2	0	0
1785376849848333	-2	1	0
1785376849849331	-2	0	0
1785376849850331	-1	1	0
1785376849851331	-3	1	0
1785376849852333	-2	1	0
1785376849853333	-1	0	0
1785376849854332	-2	1	0
1785376849855332	-2	0	0
1785376849856333	-2	1	0
1785376849857334	-1	1	0
1785376849858332	-3	0	0
1785376849859334	-2	1	0
1785376849860333	-2	0	0
1785376849861331	-1	2	0
1785376849862331	-2	0	0
1785376849863333	-2	1	0
